,Full Name,Gender,Number of News Articles,Number of Founded Organizations,Number of Portfolio Companies,Number of Investments_x,Number of Partner Investments,Number of Lead Investments_x,Number of Exits_x,Number of Events_x,Operating Status,Founded Date,Closed Date,Company Type,Number of Founders,Success,Founder
1866,Trina Spear,0,8,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
1867,Heather Hasson,0,3,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
1868,Fouad ElNaggar,1,15,2,2,2,0,0,0,0,1,2014,0,1,3,1,1
1869,Peter Yared,1,91,2,0,0,0,0,0,3,1,2014,0,1,3,1,1
1870,Jutta Steiner,0,0,1,0,0,0,0,0,3,1,2015,0,1,2,0,1
1871,Gavin Wood,1,1,2,0,0,0,0,0,2,1,2015,0,1,2,0,1
1872,Christian Schaefer,1,9,2,1,1,0,0,0,0,1,2016,0,1,1,0,1
1873,Michael Litt,1,39,2,4,4,0,0,0,4,1,2011,0,1,3,1,1
1874,Edward Wu,1,0,1,0,0,0,0,0,0,1,2011,0,1,3,1,1
1875,Caleb Merkl,1,6,1,0,0,0,0,0,1,0,2014,2005,1,2,1,1
1876,Akshay Navle,1,1,1,1,1,0,0,0,0,0,2014,2005,1,2,1,1
1877,Rahul Jain,1,0,1,0,0,0,0,0,0,1,2013,0,1,4,0,1
1878,Jens Hilgers,1,11,2,2,2,0,0,1,1,1,2014,0,1,4,1,1
1879,Christian Gruber,1,3,2,0,0,0,0,0,0,1,2014,0,1,4,1,1
1880,Joe Poulin,1,17,1,2,2,0,0,1,0,1,1999,0,1,1,1,1
1881,Xing Wang,1,3,3,1,1,0,0,0,0,1,2010,0,1,1,1,1
1882,Avi Freedman,1,15,2,1,1,0,0,0,0,1,2014,0,1,4,1,1
1883,Ian Pye,1,2,1,0,0,0,0,0,0,1,2014,0,1,4,1,1
1884,Justin Biegel,1,0,1,0,0,0,0,0,0,1,2014,0,1,4,1,1
1885,Amy Pressman,0,15,1,0,0,0,0,0,4,1,2001,0,1,2,1,1
1886,Borge Hald,1,16,1,0,0,0,0,0,0,1,2001,0,1,2,1,1
1887,Nick Taranto,1,25,1,0,0,0,0,0,4,1,2012,0,1,2,1,1
1888,Josh Hix,1,12,1,0,0,0,0,0,2,1,2012,0,1,2,1,1
1889,Tigran Sloyan,1,10,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
1890,Aram Shatakhtsyan,1,2,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
1891,Nikola Bozinovic,1,9,1,0,0,0,0,0,0,1,2012,0,1,3,0,0
1892,Ivan Vuckovic,1,0,1,0,0,0,0,0,0,1,2012,0,1,3,0,1
1893,Stephen Pair,1,46,1,0,0,0,0,0,2,1,2011,0,1,3,0,1
1894,Anthony Gallippi,1,8,1,0,0,0,0,0,2,1,2011,0,1,3,0,1
1895,Steven Goh,1,41,1,1,1,0,0,0,0,1,2005,0,1,2,1,1
1896,Arun Menon,1,8,1,0,0,0,0,0,0,1,2008,0,0,2,1,1
1897,Ajay Menon,1,7,1,0,0,0,0,0,0,1,2008,0,0,2,1,1
1898,James Iliff,1,32,1,0,0,0,0,0,2,1,2013,0,1,3,1,1
1899,Nathan Burba,1,10,1,0,0,0,0,0,0,1,2013,0,1,3,1,1
1900,Alexander Silkin,1,0,1,0,0,0,0,0,1,1,2013,0,1,3,1,1
1901,Conrad Kramer,1,23,1,0,0,0,0,0,0,1,2012,0,1,4,1,1
1902,Ari Weinstein,1,13,1,0,0,0,0,0,0,1,2012,0,1,4,1,1
1903,Nick Frey,1,5,2,0,0,0,0,0,0,1,2012,0,1,4,1,1
1904,Christopher Ahlberg,1,39,2,0,0,0,0,0,0,1,2009,0,1,4,1,1
1905,Jan Sparud,1,0,1,0,0,0,0,0,0,1,2009,0,1,4,1,1
1906,Erik Wistrand,1,0,2,0,0,0,0,0,0,1,2009,0,1,4,1,1
1907,Michael Marks,1,34,2,8,10,4,1,2,0,1,2015,0,1,1,1,1
1908,Krishna Vedati,1,18,2,2,2,0,0,0,1,1,2012,0,1,3,0,1
1909,Srinivas Mandyam,1,2,1,1,1,0,0,0,0,1,2012,0,1,3,0,1
1910,Kelvin Chong,1,1,1,1,1,0,0,0,0,1,2012,0,1,3,0,1
1911,Nuno SebastiíŒ£o,1,0,1,0,0,0,0,0,4,1,2009,0,1,3,1,1
1912,Pedro Bizarro,1,1,1,0,0,0,0,0,2,1,2009,0,1,3,1,1
1913,Paulo Marques,1,0,1,0,0,0,0,0,2,1,2009,0,1,3,1,1
1914,Nav Athwal,1,37,1,0,0,0,0,0,2,1,2013,0,1,3,1,0
1915,Benjamin Cogan,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
1916,Jesse Horwitz,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
1917,Brock Weatherup,1,7,2,1,1,0,0,0,1,1,2014,0,0,4,1,1
1918,Mike Silagadze,1,17,1,1,1,0,0,0,0,1,2009,0,1,2,1,1
1919,Mohsen Shahini,1,3,1,0,0,0,0,0,0,1,2009,0,1,2,1,1
1920,Joe Fernandez,1,141,2,3,3,0,0,1,0,1,2015,0,1,3,0,1
1921,George Friedman,1,2,1,0,0,0,0,0,1,1,2012,0,1,5,0,1
1922,Erik Akterin,1,1,1,0,0,0,0,0,0,1,2012,0,1,5,0,1
1923,Henrik Wrangel,1,0,1,0,0,0,0,0,0,1,2012,0,1,5,0,1
1924,Ryan Born,1,21,2,3,3,0,0,1,1,1,2016,0,1,2,0,1
1925,Vincent Yang,1,2,1,0,0,0,0,0,1,1,2012,0,0,2,1,1
1926,J.J. Kardwell,1,2,1,0,0,0,0,0,1,1,2012,0,0,2,1,1
1927,Nick Magliocchetti,1,1,1,0,0,0,0,0,0,1,2017,0,1,1,0,1
1928,R. Narayan,1,24,2,0,0,0,0,0,0,1,2012,0,1,1,1,1
1929,Blake Scholl,1,8,2,1,1,0,0,0,1,1,2014,0,1,3,0,1
1930,Joshua Krall,1,0,2,0,0,0,0,0,3,1,2014,0,1,3,0,1
1931,Joe Wilding,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
1932,Jesse Pickard,1,19,2,0,0,0,0,0,1,1,0,0,1,2,0,1
1933,Vitaly Ponomarev,1,3,1,0,0,0,0,0,2,1,2012,0,1,1,1,1
1934,Suleman Ali,1,14,1,7,7,0,0,3,0,1,2009,0,1,1,1,1
1935,Abinash Tripathy,1,42,2,0,0,0,0,0,0,1,2011,0,1,2,1,1
1936,Baishampayan Ghose,1,16,3,0,0,0,0,0,0,1,2011,0,1,2,1,1
1937,Joel Ko,1,0,2,0,0,0,0,0,0,1,2016,0,0,3,0,1
1938,Jeff Fernandez,1,21,1,0,0,0,0,0,2,1,2010,0,1,3,1,1
1939,Nick Narodny,1,4,1,0,0,0,0,0,0,1,2010,0,1,3,1,1
1940,Surag Mungekar,1,3,1,0,0,0,0,0,0,1,2010,0,1,3,1,1
1941,Justin Newton,1,0,1,0,0,0,0,0,3,1,2014,0,1,2,0,1
1942,Dawn Newton,0,0,1,0,0,0,0,0,1,1,2014,0,1,2,0,1
1943,James Hwang,1,3,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
1944,James Hwang,1,3,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
1945,Thomas Walle Jensen,1,1,1,0,0,0,0,0,2,1,2014,0,1,2,0,1
1946,Jordan Fisher,1,14,1,0,0,0,0,0,0,1,2017,0,1,3,0,1
1947,Daniel Chait,1,25,2,0,0,0,0,0,4,1,2012,0,1,2,1,0
1948,Alex Schwartz,1,38,1,0,0,0,0,0,3,1,2010,0,1,2,1,1
1949,Devin Reimer,1,0,1,0,0,0,0,0,1,1,2010,0,1,2,1,1
1950,Tim Attia,1,0,1,0,0,0,0,0,3,1,2015,0,1,3,0,1
1951,Stuart Baserman,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
1952,Jeremy Charoy,1,1,1,1,1,0,0,0,1,1,2012,0,1,3,0,1
1953,Eli Portnoy,1,32,2,1,1,0,0,0,1,1,2014,0,1,2,0,1
1954,Jieyi Long,1,10,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
1955,Mitch Liu,1,5,4,0,0,0,0,0,0,1,2015,0,1,2,0,1
1956,Adam Back,1,63,1,0,0,0,0,0,1,1,2014,0,1,2,0,1
1957,Mark Friedenbach,1,4,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
1958,Jesse Vollmar,1,29,1,0,0,0,0,0,1,1,2012,0,1,1,1,1
1959,MichaŒ_ Borkowski,1,6,1,1,1,0,0,0,0,1,2009,0,1,3,0,1
1960,Lukasz Haluch,1,0,2,0,0,0,0,0,1,1,2009,0,1,3,1,1
1961,Tomasz Kraus,1,1,1,0,0,0,0,0,0,1,2009,0,1,3,1,1
1962,Rian Buckley,0,18,1,0,0,0,0,0,0,1,2014,0,1,1,0,1
1963,Chris Fanini,1,9,2,3,3,0,0,1,0,1,2006,0,0,3,1,1
1964,Dan Veltri,1,16,2,0,0,0,0,0,0,1,2006,0,0,3,1,1
1965,David Rusenko,1,51,2,8,8,0,0,4,1,1,2006,0,0,3,1,1
1966,Adam Spector,1,1,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
1967,Indraneel Mukherjee,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
1968,Sina Afra,1,30,1,10,10,0,0,1,4,1,2016,0,1,0,1,1
1969,Sidharth Gupta,1,14,1,0,0,0,0,0,0,1,2015,0,1,3,1,1
1970,Rahul Chaudhary,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,1,1
1971,Dan Reich,1,7,2,0,0,0,0,0,1,1,2015,0,1,3,0,1
1972,Greg Ratner,1,2,1,0,0,0,0,0,1,1,2015,0,1,3,0,1
1973,Scott Britton,1,2,1,0,0,0,0,0,1,1,2015,0,1,3,0,1
1974,Andrew Paradise,1,35,2,1,1,0,1,0,1,1,2012,0,1,2,1,1
1975,Casey Chafkin,1,9,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
1976,Crystal Rose,0,9,1,0,0,0,0,0,1,1,2014,0,1,2,0,1
1977,Ariel Jalali,1,3,1,0,0,0,0,0,1,1,2014,0,1,2,0,1
1978,Amir Husain,1,17,1,0,0,0,0,0,1,1,2013,0,1,1,1,1
1979,Amr Shady,1,6,3,1,1,0,0,0,0,1,2016,0,1,3,0,1
1980,Prasant Sudhakaran,1,0,1,0,0,0,0,0,0,1,2016,0,1,3,0,1
1981,Hariraj J,1,0,1,0,0,0,0,0,0,1,2016,0,1,3,0,1
1982,Zac Bookman,1,10,1,1,1,3,0,0,1,1,2012,0,1,4,1,1
1983,Darrell Issa,1,120,1,0,0,0,0,0,2,1,2012,0,1,4,1,1
1984,Nate Levine,1,0,1,0,0,0,0,0,1,1,2012,0,1,4,1,1
1985,Raj Singh,1,72,5,0,0,0,0,0,3,1,2011,0,0,1,1,1
1986,Fabian Siegel,1,52,3,0,0,0,0,0,3,1,2014,0,1,2,1,1
1987,Till Neatby,1,4,1,0,0,0,0,0,0,1,2014,0,1,2,1,1
1988,Jude Greer,1,3,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
1989,Dave Vasen,1,2,1,0,0,0,0,0,1,1,2014,0,1,1,0,1
1990,Oren J. Falkowitz,1,4,2,0,0,0,0,0,4,1,2013,0,1,3,1,1
1991,Blake DarchíëŒ©,1,0,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
1992,Nikos Moraitakis,1,13,1,0,0,0,0,0,3,1,2012,0,1,2,1,1
1993,Spyros Magiatis,1,3,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
1994,Jamie Hale,1,0,1,0,0,0,0,0,2,1,2014,0,1,3,0,1
1995,Jeff Merkel,1,4,2,0,0,0,0,0,0,1,2014,0,1,3,0,1
1996,Jack Dubie,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
1997,Laura Hale,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
1998,Alex Emberey,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,0
1999,Brett Maloley,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
2000,Kirk Krappe,1,38,1,0,0,0,0,0,1,1,2006,0,0,1,1,0
2001,Mark Essien,1,52,1,0,0,0,0,0,1,1,2012,0,1,1,0,1
2002,Michael Gastauer,1,17,1,1,2,0,0,0,0,1,2014,0,1,3,0,1
2003,Arram Sabeti,1,11,1,2,2,0,0,0,0,1,2009,0,1,1,0,1
2004,Amit Vij,1,0,1,0,0,0,0,0,2,1,2009,0,1,2,0,0
2005,Nima Negahban,1,0,1,0,0,0,0,0,0,1,2009,0,1,2,0,1
2006,Tobias Peggs,1,40,1,1,1,0,0,0,1,1,2016,0,1,2,0,1
2007,Jordan Fantaay,1,2,2,0,0,0,0,0,0,1,2012,0,0,1,0,1
2008,Matin Movassate,1,3,1,0,0,0,0,0,0,1,2013,0,1,2,1,1
2009,Ravi Parikh,1,1,1,0,0,0,0,0,0,1,2013,0,1,2,1,1
2010,John Tabis,1,20,1,0,0,0,0,0,4,1,2012,0,1,2,1,1
2011,JP MontíÈ_far,1,4,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
2012,Derek Belch,1,0,1,0,0,0,0,0,3,1,2015,0,1,3,0,1
2013,Trent Edwards,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
2014,Nir Polak,1,27,1,0,0,0,0,0,0,1,2013,0,1,4,1,0
2015,Owen Tripp,1,41,2,0,0,0,0,0,1,1,2011,0,1,2,1,1
2016,"Lawrence ""Rusty"" Hofmann, MD",1,0,2,0,0,0,0,0,0,1,2011,0,1,2,1,1
2017,Ashvin Kumar,1,6,3,0,0,0,0,0,1,1,2012,0,1,2,1,1
2018,Chris Estreich,1,5,3,0,0,0,0,0,0,1,2012,0,1,2,1,1
2019,Tim Brown,1,0,1,0,0,0,0,0,1,1,2015,0,1,2,1,1
2020,Joey Zwillinger,1,0,1,0,0,0,0,0,1,1,2015,0,1,2,1,1
2021,Carson Kipfer,1,4,2,0,0,0,0,0,0,1,2008,0,1,2,1,1
2022,Armon Dadgar,1,9,1,0,0,0,0,0,2,1,2010,0,1,2,1,1
2023,Mitchell Hashimoto,1,17,1,0,0,0,0,0,4,1,2010,0,1,2,1,1
2024,Arrif Ziaudeen,1,11,1,0,0,0,0,0,0,1,2011,0,1,1,1,1
2025,Michelle Lam,0,33,1,1,1,0,0,0,2,1,2012,0,1,3,1,1
2026,Roberto Aiello,1,6,4,0,0,0,0,0,0,1,2002,0,1,1,1,1
2027,Marcos Galperin,1,15,2,7,10,0,0,0,1,1,1999,0,1,2,1,1
2028,Erik C. Harrell,1,3,2,0,0,0,0,0,1,1,2011,0,1,5,0,0
2029,Morten Versvik,1,0,1,0,0,0,0,0,0,1,2011,0,1,5,0,1
2030,Emily Forbes,0,2,1,0,0,0,0,0,3,1,2014,0,1,2,0,1
2031,Bobby Brannigan,1,0,1,7,7,0,0,0,1,1,2015,0,1,6,0,1
2032,Abhiraj Bhal,1,29,1,0,0,0,0,0,1,1,2014,0,1,3,1,1
2033,Raghav Chandra,1,20,1,0,0,0,0,0,0,1,2014,0,1,3,1,1
2034,Varun Khaitan,1,24,1,0,0,0,0,0,0,1,2014,0,1,3,1,1
2035,Alan Chan,1,21,2,0,0,0,0,0,0,1,2013,0,1,3,0,1
2036,Alan Chan,1,21,2,0,0,0,0,0,0,1,2016,0,1,2,0,1
2037,Danny Freed,1,0,2,0,0,0,0,0,1,1,2013,0,1,3,0,1
2038,Danny Freed,1,0,2,0,0,0,0,0,1,1,2016,0,1,2,0,1
2039,Vishal Joshi,1,0,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
2040,Vishal Joshi,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
2041,Kaiwalya Kher,1,1,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
2042,Kaiwalya Kher,1,1,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
2043,Jeff Butler,1,4,2,0,0,0,0,0,0,1,2007,0,1,1,1,1
2044,Tommy Krul,1,1,1,0,0,0,0,0,0,1,2012,0,1,4,1,1
2045,Bo Daly,1,8,1,0,0,0,0,0,1,1,2012,0,1,4,1,1
2046,Stephan Sherman,1,5,1,0,0,0,0,0,0,1,2012,0,1,4,1,1
2047,Qingshuo Wang,1,0,1,0,0,0,0,0,0,1,2012,0,1,4,1,1
2048,Michel Morvan,1,4,1,0,0,0,0,0,0,1,2010,0,1,3,0,1
2049,Rehan Jalil,1,10,2,0,0,0,0,0,0,1,2012,0,1,1,1,1
2050,Fatima Dicko,0,4,2,0,0,0,0,0,5,1,2017,0,1,1,0,1
2051,Rahul Jaimini,1,13,1,0,0,0,0,0,0,1,2014,0,1,3,1,1
2052,Nandan Reddy,1,27,1,0,0,0,0,0,0,1,2014,0,1,3,1,1
2053,Christopher North,1,41,1,0,0,0,0,0,0,1,1999,0,1,2,1,0
2054,Eva Manolis,0,0,1,0,0,0,0,0,0,1,1999,0,1,2,1,1
2055,Michael Wayne,1,29,2,0,0,0,0,0,1,1,2011,0,1,1,1,1
2056,Jordan Lee,1,5,2,0,0,0,0,0,0,1,2016,0,1,2,0,1
2057,Will Ahmed,1,1,1,0,0,0,0,0,1,1,2011,0,1,3,1,1
2058,Aurelian Nicolae,1,0,1,0,0,0,0,0,0,1,2011,0,1,3,1,1
2059,John Capodilupo,1,0,1,0,0,0,0,0,0,1,2011,0,1,3,1,1
2060,Ram Ahluwalia,1,12,1,0,0,0,0,0,3,1,2014,0,1,4,0,1
2061,Jeff Atwood,1,124,2,0,0,0,0,0,2,1,2012,0,1,3,0,1
2062,Sam Saffron,1,1,1,0,0,0,0,0,0,1,2012,0,1,3,0,1
2063,Sam Saffron,1,1,1,0,0,0,0,0,0,1,2012,0,1,3,0,1
2064,Rob Biederman,1,16,1,0,0,0,0,0,2,1,2013,0,1,4,1,1
2065,Pat Petitti,1,7,1,0,0,0,0,0,0,1,2013,0,1,4,1,1
2066,Peter Maglathlin,1,2,1,0,0,0,0,0,0,1,2013,0,1,4,1,1
2067,Yaron Galai,1,53,3,3,3,0,1,2,1,1,2006,0,1,2,1,1
2068,Ori Lahav,1,1,1,0,0,0,0,0,1,1,2006,0,1,2,1,1
2069,Daphne Carmeli,0,30,1,0,0,0,0,0,3,1,2012,0,1,1,1,1
2070,David Shim,1,66,1,0,0,0,0,0,0,1,2011,0,1,1,1,1
2071,Varun Badhwar,1,3,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
2072,Gaurav Kumar,1,3,2,0,0,0,0,0,0,1,2015,0,1,2,0,1
2073,Jonathan Lui,1,16,4,1,1,0,0,0,0,1,2012,0,1,2,1,1
2074,Tim Fung,1,55,3,0,0,0,0,0,1,1,2012,0,1,2,1,1
2075,Ryan Cummins,1,13,1,0,0,0,0,0,1,1,2012,0,0,2,0,1
2076,Matt Pohlson,1,12,1,0,0,0,0,0,1,1,2012,0,0,2,0,1
2077,Marcel Legrand,1,4,1,1,1,0,0,0,0,1,2007,0,1,1,1,1
2078,Ryan Orr,1,6,3,1,1,0,0,0,0,1,2014,0,1,4,0,0
2079,Sam Radocchia,0,0,3,0,0,0,0,0,2,1,2014,0,1,4,0,1
2080,Maurizio Greco,1,1,3,0,0,0,0,0,1,1,2014,0,1,4,0,1
2081,Hakan Bas,1,2,3,1,1,0,0,0,1,1,2012,0,1,2,1,1
2082,Tim Tuttle,1,61,3,0,0,0,0,0,3,1,2011,0,1,2,1,1
2083,Aarjav Trivedi,1,10,2,1,1,0,0,0,0,1,2008,0,1,3,0,0
2084,ArunKumar Elangovan,1,0,1,0,0,0,0,0,0,1,2008,0,1,3,0,1
2085,Amar Chokhawala,1,2,1,4,4,0,0,2,0,1,2012,0,1,1,1,1
2086,Greg Mulholland,1,6,1,0,0,0,0,0,0,1,2013,0,1,3,0,0
2087,Carly Zakin,0,26,1,0,0,0,0,0,2,1,2012,0,1,2,1,1
2088,Danielle Weisberg,0,30,1,0,0,0,0,0,2,1,2012,0,1,2,1,1
2089,Brian Baumgart,1,6,2,1,1,0,0,0,0,1,2014,0,1,3,0,1
2090,Alison Latimer Lohse,0,2,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
2091,Alexander Thorn,1,1,5,3,3,0,1,0,0,1,2013,0,1,1,1,1
2092,Oleg Tinkov,1,5,1,1,1,0,0,0,0,1,2006,0,1,1,1,1
2093,Luke Beatty,1,36,1,1,1,0,0,0,0,1,2012,0,1,3,0,0
2094,Deepak Ravindran,1,50,4,0,0,0,0,0,1,1,2014,0,1,1,1,1
2095,John Kobs,1,20,2,1,1,0,0,0,0,1,2011,0,1,3,1,1
2096,Chris Erickson,1,2,1,0,0,0,0,0,0,1,2011,0,1,3,1,1
2097,Peter Mack,1,4,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
2098,Cristina DeVito,0,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
2099,Kevin Gibbon,1,76,3,0,0,0,0,0,2,1,2013,0,1,3,1,1
2100,Glen Moriarty,1,5,1,0,0,0,0,0,0,1,2013,0,1,1,0,1
2101,Haoyuan Li,1,1,1,0,0,0,0,0,3,1,2015,0,1,1,0,1
2102,Yael Aflalo,0,9,1,0,0,0,0,0,4,1,2009,0,1,1,0,1
2103,Edward Shenderovich,1,21,3,0,0,0,0,0,3,1,2015,0,0,2,1,1
2104,Ben Parr,1,164,2,1,1,0,0,0,11,1,2016,0,1,3,0,1
2105,Leif K-Brooks,1,0,1,0,0,0,0,0,0,1,2016,0,1,3,0,1
2106,Edward Norton,1,119,1,1,1,0,0,1,0,1,2010,0,0,5,1,1
2107,Jeffrey Wolfe,1,0,2,1,1,0,0,1,0,1,2010,0,0,5,1,1
2108,Shauna Robertston,0,0,1,0,0,0,0,0,0,1,2010,0,0,5,1,1
2109,Alexander Kvamme,1,0,2,3,3,0,0,1,0,1,2016,0,1,2,0,1
2110,Saurabh Gupta,1,10,3,0,0,0,0,0,1,1,2012,0,1,4,0,1
2111,J.R. Johnson,1,21,4,1,1,0,0,0,0,1,2011,0,0,2,0,1
2112,Samvit Ramadurgam,1,2,2,4,4,1,0,0,1,1,2013,0,0,4,0,1
2113,Sohail Prasad,1,17,3,6,6,1,0,0,0,1,2013,0,0,4,0,1
2114,Daniel Kivatinos,1,21,2,0,0,0,0,0,1,1,2009,0,1,2,0,1
2115,Michael Nusimow,1,20,2,0,0,0,0,0,0,1,2009,0,1,2,0,1
2116,Roy Mann,1,3,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
2117,Eran Zinman,1,0,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
2118,Sten Tamkivi,1,30,1,5,5,0,0,0,3,1,2014,0,1,3,1,1
2119,Silver Keskkí_la,1,5,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
2120,Jens Christensen,1,37,3,3,3,0,0,1,2,1,2013,0,1,3,1,1
2121,Arthur van Hoff,1,38,5,0,0,0,0,0,2,1,2013,0,1,3,1,1
2122,Arjun Bansal,1,11,1,1,1,0,0,0,2,1,2014,0,1,3,1,1
2123,Hamid Shojaee,1,2,2,1,1,0,0,0,1,1,2012,0,1,1,0,1
2124,Anda Gansca,0,17,2,0,0,0,0,0,1,1,2013,0,1,2,0,1
2125,Stephanie Volftsun,0,6,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
2126,Chris Kennedy,1,27,1,0,0,0,0,0,0,1,2013,0,0,2,1,1
2127,Abhinav Asthana,1,10,2,0,0,0,0,0,1,1,2014,0,1,3,0,1
2128,Ankit Sobti,1,6,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
2129,Abhijit Kane,1,1,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
2130,Ken McElrath,1,12,1,0,0,0,0,0,0,1,2013,0,1,1,1,1
2131,Gregg Scoresby,1,8,1,1,1,0,0,0,0,1,2011,0,1,1,1,0
2132,Sanjay Dastoor,1,7,1,0,0,0,0,0,0,1,2011,0,1,3,0,1
2133,John Ulmen,1,1,1,0,0,0,0,0,0,1,2011,0,1,3,0,1
2134,Matthew Tran,1,1,1,0,0,0,0,0,0,1,2011,0,1,3,0,1
2135,Yinglian Xie,0,2,1,0,0,0,0,0,3,1,2013,0,1,2,1,1
2136,Fang Yu,2,1,1,0,0,0,0,0,0,1,2013,0,1,2,1,1
2137,Richard Peng,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,1,0
2138,Yuriy Vlasov,1,1,1,0,0,0,0,0,0,1,2016,0,1,3,0,1
2139,Jack Zhang,1,0,1,0,0,0,0,0,2,1,2015,0,1,3,0,1
2140,Alastair Mitchell,1,147,1,2,2,0,0,0,1,1,2006,0,1,1,1,1
2141,Kirill Makharinsky,1,21,2,4,6,0,0,0,1,1,2015,0,1,0,0,0
2142,Kirill Makharinsky,1,21,2,4,6,0,0,0,1,1,2015,0,1,0,0,0
2143,Joshua Viner,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,1,1
2144,Jason Meltzer,1,4,1,0,0,0,0,0,0,1,2014,0,1,2,1,1
2145,Michael Karnjanaprakorn,1,38,1,1,1,0,0,0,1,1,2010,0,1,2,1,1
2146,Stan Boland,1,16,2,1,1,0,0,0,2,1,2015,0,1,5,0,0
2147,Ray Wang,1,128,1,2,2,0,0,0,3,1,2010,0,1,1,0,1
2148,Thomas B. Pedersen,1,0,1,0,0,0,0,0,1,1,2010,0,1,2,1,1
2149,Christian Pedersen,1,0,1,0,0,0,0,0,0,1,2010,0,1,2,1,1
2150,Christian Pedersen,1,0,1,0,0,0,0,0,0,1,2010,0,1,2,1,1
2151,Scott Chasin,1,29,3,0,0,0,0,0,2,1,2013,0,1,2,1,1
2152,Gene Stevens,1,5,2,0,0,0,0,0,1,1,2013,0,1,2,1,1
2153,Guy Primus,1,9,1,1,1,0,0,0,2,1,2014,0,1,4,0,1
2154,Robert Stromberg,1,10,1,0,0,0,0,0,1,1,2014,0,1,4,0,1
2155,Christopher Edwards,1,0,1,0,0,0,0,0,0,1,2014,0,1,4,0,1
2156,Guy Ben-Artzi,1,11,2,0,0,0,0,0,1,1,2007,0,0,5,1,1
2157,Yudi Levi,1,1,3,0,0,0,0,0,0,1,2007,0,0,5,1,1
2158,Eyal Grayevsky,1,1,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
2159,James Maddox,1,0,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
2160,Anuj Srivastava,1,23,1,3,3,0,1,0,0,1,2012,0,1,2,1,1
2161,Shagufta Anurag,0,13,2,0,0,0,0,0,0,1,2012,0,1,2,1,1
2162,Greg Besner,1,29,1,0,0,0,0,0,1,1,2013,0,1,1,0,1
2163,Paul Kurtz,1,10,1,0,0,0,0,0,5,1,2014,0,1,3,0,1
2164,Patrick Coughlin,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
2165,Dave Cullinane,1,14,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
2166,Ambarish Gupta,1,33,1,4,4,0,0,0,2,1,2009,0,0,2,1,1
2167,Brent Bushnell,1,23,1,0,0,0,0,0,5,1,2012,0,1,2,1,1
2168,Murthy Nukala,1,9,1,0,0,0,0,0,0,1,2004,0,0,1,1,1
2169,Brett Jones,1,1,1,0,0,0,0,0,1,1,2014,0,1,3,0,1
2170,Rajinder Sodhi,1,1,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
2171,Kevin Karsch,1,0,2,0,0,0,0,0,0,1,2014,0,1,3,0,1
2172,Mark Organ,1,52,2,1,1,0,0,0,6,1,2010,0,1,2,1,1
2173,V.S.S. Mani,1,6,2,0,0,0,0,0,0,1,1997,0,1,1,1,1
2174,Joseph Walla,1,39,1,0,0,0,0,0,1,1,2011,0,1,1,1,1
